common_name,iucn_status_category,population_trend_category,synonyms,missing_seq,suborder,family,subfamily,genus,subgenus,SL_TL_ratio_snoutventtotaillength_ratio,TOTL_mm_totallength_quant,SL_male_mm_snoutventlength_quant,SL_female_mm_snoutventlength_quant,HL_mm_headlength_quant,SE_mm_snouteyelength_quant,BW_mm_bodywidth_quant,FLL_mm_forelimblength_quant,HLL_mm_hindlimblength_quant,presacral_vertebrae_count,costal_grooves_count,subdigitalpad_binary,webbed_toes_binary,maxillary_teeth_binary,premaxillary_teeth_binary,vomerine_teeth_male_binary,vomerine_teeth_female_binary,elevation_m_maxaltitude_quant,habit_category,habitat_cat_course,toes_count,fingers_count,cvalue_quant,ndiploid_count,HW,Clutch size,Egg size,label,_key,length
Slimy Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,0.9,188.0,89.0,89.0,12.86,7.68,7.71,16.2,18.91,0,16,0,1.0,0,0,13,13,1500.0,Terrestrial,Terrestrial,5.0,4.0,29.02428571,28.0,0.0,34,5.5,Plethodon_glutinosus,214,2.17469300000002
Conant's Salamander ,EN,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.05,112.0,56.0,56.0,12.3,0.0,0.0,10.0,12.0,0,13,0,1.0,38,9,42,42,900.0,Fossorial,Terrestrial,5.0,4.0,0.0,0.0,9.1,0,0.0,Pseudoeurycea_conanti,215,20.362535
Lesser Slender Salamander,DD,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.0,0.0,31.0,30.1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Batrachoseps_minor,216,5.63912800000011
Seepage Salamander,NT,decreasing,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,unknown,0.84,57.0,25.98,25.98,5.4,3.3,2.58,4.68,7.14,0,13.5,0,1.0,20,1,8,8,1340.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,18,3.0,Desmognathus_aeneus,217,14.3538240000001
Tam Dao Salamander,VU,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Paramesotriton,unknown,1.05,216.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1900.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,50.48,0.0,0.0,256,0.0,Paramesotriton_deloustali,218,6.75649400000002
Southern Torrent Salamander,LC,stable,unknown,False,Salamandroidea,Rhyacotritonidae,unknown,Rhyacotriton,unknown,1.6,115.0,70.7,70.7,8.5,5.832999999999999,5.332999999999999,10.0,12.067,0,14.5,0,0.0,0,1,62,62,1500.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,0.0,15,3.6,Rhyacotriton_variegatus,219,2.82569300000011
Sardinian Brook Salamander,EN,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Euproctus,unknown,0.99,140.0,62.0,50.0,17.4,0.0,0.0,17.0,18.3,0,0,0,0.0,0,0,0,0,1800.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,0.0,221,5.0,Euproctus_platycephalus,220,16.6763920000001
Junaluska Salamander,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.11,100.0,47.0,49.0,8.6,4.73,4.33,9.93,11.84,0,14,0,0.0,0,0,12,12,730.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,6.7,68,3.0,Eurycea_junaluska,221,1.29641700000005
unknown,EN,decreasing,unknown,False,Salamandroidea,Salmandridae,Salamandrinae,Lyciasalamandra,unknown,1.2,150.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,620.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,ovovip,0.0,Lyciasalamandra_flavimembris,222,12.8368130000001
Bearded salamander,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.3,76.2,45.0,45.0,10,3.4,6.8,11.3,10.4,0,0,0,0.0,1,1,21,21,2560.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,7.3,0,0.0,Pseudoeurycea_tenchalli,223,4.74197599999999
unknown,LC,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,1.5,80.86,49.0,49.0,7.48,4.99,4.87,8.04,8.46,0,0,0,1.0,0,0,0,0,470.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_biseriata,224,10.3727170000001
unknown,VU,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,1.3,84.0,48.0,48.0,6.36,5.14,5.08,8.74,8.22,0,0,0,1.0,0,0,0,0,800.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_medemi,225,15.279629
White-spotted Salamander,NT,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,wehrlei,0.84,170.0,49.0,59.0,11.45,6.81,5.99,14.69,17.51,0,17.5,0,0.0,0,0,0,0,1500.0,Terrestrial-saxicalous,Terrestrial,5.0,4.0,0.0,0.0,0.0,16,0.0,Plethodon_punctatus,226,4.49932000000011
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.52,210.0,72.0,72.0,0,0.0,0.0,0.0,0.0,0,19.5,0,0.0,0,0,0,0,1950.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Oedipina_grandis,227,19.8750770000001
Many-lined Salamander,LC,unknown,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Stereochilus,unknown,1.1,115.0,57.7,57.7,8.2,5.4,3.9,9.2,11.1,0,18,0,0.0,0,0,1,1,50.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,4.5,121,3.4,Stereochilus_marginatus,228,35.6960460000001
Taichu Salamander,EN,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.2,124.1,66.7,64.4,14.4,0.0,0.0,18.0,20.0,0,12.5,0,0.0,0,0,P,P,3100.0,semiaquatic,Semiaquatic,4.5,4.0,0.0,58.0,11.3,16,5.0,Hynobius_sonani,229,2.66979700000005
Chunky Salamander,NT,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.05,115.0,60.0,60.0,8.42,6.03,5.9,12.04,13.52,0,0,0,1.0,1,1,26,26.8,3000.0,Terrestrial,Terrestrial,5.0,4.0,40.2,26.0,22.0,0,0.0,Pseudoeurycea_cephalica,230,18.6219190000001
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,bolitoglossa,0.94,146.36,69.98,69.98,11.96,7.28,7.22,13.9,14.44,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_odonnelli,231,10.0054770000001
Olm,VU,decreasing,unknown,False,Salamandroidea,Proteidae,unknown,Proteus,unknown,0.96,300.0,146.8,146.8,14.1,8.6,6.4,17.8,15.2,0,25.5,0,0.0,0,0,0,0,100.0,troglodtytic-aquatic,Aquatic,2.0,3.0,49.395,38.0,0.0,70,9.0,Proteus_anguinus,232,108.31688
Smooth Newt,LC,stable,Triturus_vulgaris,False,Salamandroidea,Salmandridae,Pleurodelinae,Lissotriton,unknown,1.07,110.0,40.644,40.644,9.156,5.9,5.388999999999999,13.922,13.9,0,0,0,0.0,0,0,1,1,2150.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,25.45625,24.0,0.0,300,0.0,Lissotriton_vulgaris,233,2.67918300000005
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,magnidigita,1.2,119.6,65.0,65.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,2200.0,0,0,0.0,0.0,50.2,26.0,0.0,0,0.0,Bolitoglossa_flavimembris,234,4.24726300000005
unknown,DD,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,oaxakia,0.0,0.0,0.0,73.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,1875.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_zapoteca,235,17.3214190000001
Cheat Mountain Salamander,NT,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,1.09,90.0,45.05,46.0,10.5,4.33,3.42,8.36,10.33,0,18,0,0.0,0,0,7,7,1067.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,6.0,17,4.0,Plethodon_nettingi,236,8.15181100000008
Tohoku Salamander,LC,stable,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.0,140.0,70.0,70.0,17.3,0.0,0.0,0.0,0.0,0,11,0,0.0,0,0,49,41,1500.0,semiaquatic,Semiaquatic,4.5,4.0,0.0,56.0,13.8,30,0.0,Hynobius_lichenatus,237,9.23434500000008
Red Hills Salamander,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Phaeognathus,unknown,0.938,221.0,121.0,121.0,14.68,9.24,8.9,9.8,12.2,22,21,0,1.0,0,0,P,P,110.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,12.0,0,0.0,Phaeognathus_hubrichti,238,46.2617190000001
Alpine Stream Salamander,VU,decreasing,Batrachuperus_taibaiensis,False,Cryptobranchoidea,Hynobiidae,unknown,Batrachuperus,unknown,0.92,211.0,101.0,96.0,22.1,0.0,0.0,24.5,29.0,0,13,0,0.0,0,0,6,6,4250.0,aquatic,Aquatic,4.0,4.0,0.0,62.0,22.7,25,3.7,Batrachuperus_tibetanus,239,6.13403300000005
Supramonte Cave Salamander,EN,decreasing,Speleomantes_supramontis,False,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,unknown,1.4,135.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1360.0,Terrestrial-troglodytic,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0,Hydromantes_supramontis,240,7.60839000000005
Red-legged Salamander,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,0.86,121.52,59.56,59.56,9.4,6.3,7.1,13.24,15.0,0,16,0,0.0,0,0,P,P,1371.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,7.0,0,0.0,Plethodon_shermani,241,6.54383700000002
Ouachita Dusky Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,unknown,1.15,180.0,74.96,74.96,14.22,8.74,8.99,13.3,19.04,0,14,0,1.0,0,0,0,11,790.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,10.0,24,5.0,Desmognathus_brimleyorum,242,11.8537580000001
Red-tailed Knobby Newt,VU,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Tylototriton,unknown,1.3,210.0,110.0,122.0,22,10.84,15.78,25.16,27.7,0,0,0,0.0,0,0,0,0,2300.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,24.0,21.0,141,3.4,Tylototriton_kweichowensis,243,5.53223300000005
unknown,DD,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,1.0,82.11,39.1,41.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,2300.0,arboreal,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_bramei,244,0.137408000000023
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,magnidigita,1.0,146.0,73.0,73.0,9,6.05,5.32,10.54,11.25,0,0,0,1.0,0,0,0,0,1600.0,0,0,0.0,0.0,50.6,26.0,0.0,0,0.0,Bolitoglossa_dunni,245,11.6680090000001
Chinese Giant Salamander,CR,decreasing,unknown,False,Cryptobranchoidea,Cryptobranchidae,unknown,Andrias,unknown,0.67,1000.0,331.0,331.0,158,32.9,48.3,93.0,125.0,0,13.5,0,1.0,0,0,0,0,4200.0,aquatic,Aquatic,5.0,4.0,50.0,60.0,158.0,600,8.0,Andrias_davidianus,246,16.1198770000001
Caucasian Salamander,VU,decreasing,Salamandra_caucasica,False,Salamandroidea,Salmandridae,Salamandrinae,Mertensiella,unknown,0.96,208.0,73.9,73.9,15.3,11.4,10.2,24.7,26.7,0,12,0,0.0,0,0,P,P,300.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,9.5,92,0.0,Mertensiella_caucasica,247,43.5169860000001
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Chiropterotriton,unknown,1.2,52.3,29.0,29.0,4.3,2.95,2.88,5.25,5.63,0,13,0,0.0,0,0,P,P,2300.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Chiropterotriton_chondrostega,248,31.5409860000001
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,magnidigita,0.0,95.0,38.94,38.94,8.26,5.36,4.22,9.83,9.8,0,0,0,0.0,0,0,0,0,2100.0,0,0,5.0,4.0,47.5,26.0,0.0,0,0.0,Bolitoglossa_engelhardti,249,12.7435250000001
Michoacan Stream Salamander,EN,decreasing,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.1,162.0,86.0,72.5,27.1,16.175,26.0,34.25,35.65,0,11,0,0.0,P,P,27,27,2200.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,0.0,18.8,109,9.9,Ambystoma_ordinarium,250,5.10351400000008
Algerian Ribbed Newt,VU,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Pleurodeles,unknown,0.8,230.0,82.5,82.5,19.8,0.0,0.0,24.0,21.5,14,0,0,0.0,0,0,0,0,689.0,Aquatic,Aquatic,5.0,4.0,27.3,0.0,15.6,0,0.0,Pleurodeles_nebulosus,251,9.87823600000008
Claw-toothed Salamander,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,0.8,150.0,64.0,64.0,16,6.1,5.85,13.3,14.85,0,0,0,1.0,18,16,13-14,13-14,3000.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,10.1,0,0.0,Pseudoeurycea_unguidentis,252,9.74661300000003
Hakuba Salamander,EN,decreasing,Hynobius_tenuis,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.2,105.0,58.0,58.0,0,0.0,0.0,0.0,0.0,17.5,12.5,0,0.0,0,0,0,0,1500.0,semiaquatic,Semiaquatic,4.0,4.0,0.0,0.0,0.0,75,0.0,Hynobius_hidamontanus,253,13.94131
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Chiropterotriton,unknown,0.67,77.5,31.0,31.0,0,0.0,0.0,0.0,0.0,0,13,0,0.0,0,0,P,P,2000.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Chiropterotriton_cracens,254,3.22400900000008
unknown,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Nototriton,unknown,0.0,0.0,34.0,34.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1780.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Nototriton_lignicola,255,18.3012260000001
Dwarf Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,0.68,90.0,33.0,33.0,7,3.1,2.39,5.84,7.51,19,15.5,0,0.0,0,0,8,8,200.0,aquatic-terrestrial,Terrestrial-Aquatic,4.0,4.0,24.7,0.0,4.0,59,4.0,Eurycea_quadridigitata,256,24.0450750000001
unknown,LC,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,0.0,0.0,58.0,58.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,700.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_equatoriana,257,11.904774
Edough Ribbed Newt,EN,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Pleurodeles,unknown,0.75,129.0,59.0,59.0,13.1,0.0,0.0,20.0,15.3,14,0,0,0.0,0,0,0,0,325.0,Aquatic,Aquatic,5.0,4.0,0.0,0.0,10.0,0,0.0,Pleurodeles_poireti,258,9.87823600000008
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.75,132.12,58.0,58.0,5.92,3.82,3.9,5.94,7.38,0,17.5,0,1.0,0,0,0,0,1810.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Oedipina_gephyra,259,19.9774890000001
San Marcos Salamander,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,0.96,56.0,27.5,27.5,5,2.72,2.04,4.44,4.74,0,16.5,0,0.0,0,0,14,14,400.0,Aquatic,Aquatic,5.0,4.0,26.2,0.0,4.5,20,2.0,Eurycea_nana,260,1.32335800000008
Mabee's Salamander,LC,decreasing,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,0.85,120.0,66.1,66.1,13,6.75,7.85,15.2,18.95,0,13,0,0.0,0,0,P,P,1350.0,semiaquatic,Semiaquatic,5.0,4.0,25.8,0.0,11.0,0,5.9,Ambystoma_mabeei,261,12.7138210000001
Alpine Salamander,LC,decreasing,unknown,False,Salamandroidea,Salmandridae,Salamandrinae,Salamandra,unknown,1.4,155.0,66.767,66.767,12.533,8.7,7.6,20.033,24.2,0,13,0,0.0,0,0,0,0,2430.0,Terrestrial,Terrestrial,5.0,4.0,32.55,24.0,0.0,vivi,0.0,Salamandra_atra,262,8.51279100000008
Jollyville Plateau Salamander,EN,decreasing,Eurycea_neotenes,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.2,55.0,37.17,37.17,0,0.0,0.0,0.0,0.0,17,15,0,0.0,0,0,0,0,250.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Eurycea_tonkawae,263,1.02840300000005
Jefferson Salamander,LC,stable,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,0.83,210.0,95.0,95.0,16.93,10.07,8.78,21.83,26.62,0,12.5,0,0.0,0,0,P,P,1160.0,semiaquatic,Semiaquatic,5.0,4.0,26.965,28.0,0.0,280,2.5,Ambystoma_jeffersonianum,264,12.3725490000001
Kurdistan Newt,CR,decreasing,Rhithrotriton_derjugini; Rhithrotriton_derjugini_var._microspilotus,False,Salamandroidea,Salmandridae,Pleurodelinae,Neurergus,unknown,1.01,150.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1800.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,0.0,0,0.0,Neurergus_microspilotus,265,4.04513700000005
Del Norte Salamander,NT,decreasing,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,elongatus,0.88,150.0,75.0,75.0,9.5,5.0,4.45,9.1,10.65,0,18,0,1.0,0,0,6,6,1600.0,Terrestrial,Terrestrial,5.0,4.0,32.915,28.0,8.0,11,10.0,Plethodon_elongatus,266,10.142954
Chattahoochee Slimy Salamander,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.05,128.4,75.0,75.0,14,0.0,0.0,14.0,15.0,17,16,0,0.0,0,0,14,14,1353.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,9.0,0,0.0,Plethodon_chattahoochee,267,4.18151300000002
unknown,VU,decreasing,Bolitoglossa_palustris; Oedipus_ahli; Spelerpes_punctatum,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,bolitoglossa,1.0,160.0,68.0,81.0,8.5,6.16,5.98,11.56,12.08,0,0,0,1.0,0,0,0,0,884.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_lignicolor,268,7.72394200000005
Chamberlain_�_s Dwarf Salamander,DD,unknown,Eurycea_quadridigitata,True,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,0.62,81.0,30.0,30.0,6.5,1.2,4.5,0.0,0.0,17,16,0,0.0,0,0,9,9,0.0,Terrestrial-Aquatic,Terrestrial-Aquatic,4.0,4.0,0.0,0.0,3.7,48,0.0,Eurycea_chamberlaini,269,17.8961830000001
Cofre de Perote Salamander ,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.26,149.4,83.0,83.0,17.8,4.27,8.33,16.73,19.53,0,13,0,0.0,68-98,3-4,37-44,26-46,3000.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,12.2,0,0.0,Pseudoeurycea_naucampatepetl,270,4.15273700000003
Sacramento Mountain Salamander,LC,stable,Plethodon_hardii,False,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,unknown,1.2,97.68,54.0,54.0,10.06,5.78,5.46,11.02,12.2,0,14,0,1.0,12,12,6-10,6-10,2743.0,Terrestrial,Terrestrial,5.0,4.0,32.65,28.0,6.0,11,4.3,Aneides_hardii,271,30.8457740000001
Spotted Dusky Salamander,unknown,unknown,Desmognathus_fuscus_conantil,False,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,unknown,1.09,127.0,56.05,56.05,12.4,0.0,0.0,0.0,0.0,0,14,0,1.0,0,0,11,20,750.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,7.7,0,0.0,Desmognathus_conanti,272,9.62111200000008
unknown,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,0.0,74.69,40.99,40.99,6.65,4.43,4.71,8.08,8.45,0,0,0,1.0,0,0,0,0,1500.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_altamazonica,273,7.13252500000002
unknown,LC,decreasing,Bolitoglossa_moreleti,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,bolitoglossa,2.4,116.77,82.0,82.0,8.24,6.2,7.36,11.28,12.37,0,0,0,0.0,0,0,0,0,1500.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_mexicana,274,10.0054770000001
Blue Ridge Two-lined Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.2,121.0,49.0,49.0,6.73,7.85,3.67,16.65,9.98,0,15,0,0.0,0,1,0,0,1525.0,Terrestrial,Terrestrial,5.0,4.0,21.2,0.0,0.0,87,0.0,Eurycea_wilderae,275,12.9495980000001
Sequoyah Slimy Salamander,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,0.9,136.0,78.0,78.0,14,0.0,0.0,14.0,15.0,0,15,0,0.0,0,0,9,9,140.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,9.0,0,0.0,Plethodon_sequoyah,276,3.09639500000002
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,magnidigita,0.0,0.0,88.0,88.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,2730.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_meliana,277,13.3674540000001
Ravine Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,1.0,145.0,60.0,60.0,12,4.08,3.72,6.5,8.17,0,20.5,0,1.0,0,0,6,6,1300.0,Terrestrial-saxicalous,Terrestrial,5.0,4.0,20.65,28.0,6.0,15,3.0,Plethodon_richmondi,278,3.45715200000005
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Dendrotriton,unknown,1.2,68.24,37.5,37.5,5.18,4.14,3.54,7.91,8.85,0,0,0,1.0,1,0,0,0,2700.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Dendrotriton_rabbi,279,10.8973900000001
Tiger Salamander,LC,stable,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.2,312.0,75.0,75.0,42,0.0,0.0,24.0,26.0,0,12.5,0,0.0,0,0,P,P,3660.0,semiaquatic,Semiaquatic,5.0,4.0,30.7,28.0,37.0,122,3.0,Ambystoma_tigrinum,280,6.40426700000005
Red-cheeked Salamander,NT,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.07,140.0,59.5,70.0,10.8,7.66,7.66,16.16,19.0,0,15.5,0,0.0,0,0,10,10,2024.0,0,0,5.0,4.0,28.96666667,28.0,9.0,0,0.0,Plethodon_jordani,281,9.65567900000002
Northern Ravine Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,0.97,183.0,56.0,57.0,10,0.0,0.0,8.0,9.0,23,22,0,0.0,0,0,11,11,274.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,7.0,15,0.0,Plethodon_electromorphus,282,3.45715200000005
Dwarf Waterdog,LC,unknown,unknown,False,Salamandroidea,Proteidae,unknown,Necturus,unknown,2.5,176.9,126.1,126.1,25.1,12.5,14.7,17.725,17.625,0,15,0,0.0,0,0,0,0,100.0,aquatic,Aquatic,4.0,4.0,119.225,38.0,0.0,55,4.2,Necturus_punctatus,283,12.7547400000001
unknown,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Nototriton,unknown,0.87,73.0,34.0,34.0,5.53,3.95,2.9,4.48,4.95,0,0,0,0.0,0,0,0,0,1580.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nototriton_guanacaste,284,3.81976000000011
Southeastern Slimy Salamander,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,0.82,117.67,69.0,69.0,11.11,6.57,6.21,13.06,16.16,0,14.5,0,0.0,0,0,0,0,160.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,8.2,11,0.0,Plethodon_grobmani,285,2.23417800000005
Striped Newt,NT,decreasing,Triturus_perstriatus,False,Salamandroidea,Salmandridae,Pleurodelinae,Notophthalmus,unknown,0.94,105.0,43.25,43.25,10.75,7.1,4.95,13.7,15.0,0,0,0,1.0,0,0,1,1,70.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,5.0,0,0.0,Notophthalmus_perstriatus,286,12.8782910000001
Acultzingo Pigmy Salamander ,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.91,47.9,20.3,21.2,2.84,2.24,2.61,3.18,3.19,14,13,1,0.0,0,1,6,6,2475.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,2.8,0,0.0,Thorius_dubitus,287,11.6195950000001
unknown,LC,stable,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.41,175.0,48.0,51.0,4.17,2.7,2.87,3.46,3.93,0,19.5,0,0.0,0,0,0,0,1200.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Oedipina_pacificensis,288,4.89817900000005
