species,common_name,iucn_status_category,population_trend_category,synonyms,missing_seq,suborder,family,subfamily,genus,subgenus,SL_TL_ratio_snoutventtotaillength_ratio,TOTL_mm_totallength_quant,SL_male_mm_snoutventlength_quant,SL_female_mm_snoutventlength_quant,HL_mm_headlength_quant,SE_mm_snouteyelength_quant,BW_mm_bodywidth_quant,FLL_mm_forelimblength_quant,HLL_mm_hindlimblength_quant,presacral_vertebrae_count,costal_grooves_count,subdigitalpad_binary,webbed_toes_binary,maxillary_teeth_binary,premaxillary_teeth_binary,vomerine_teeth_male_binary,vomerine_teeth_female_binary,elevation_m_maxaltitude_quant,habit_category,habitat_cat_course,toes_count,fingers_count,cvalue_quant,ndiploid_count,HW,Clutch size,Egg size
Liua_shihi,Wushan Salamander,NT,decreasing,Ranodon_shihi,False,Cryptobranchoidea,Hynobiidae,unknown,Liua,unknown,1.0,200.0,74.5,74.5,15.85,9.3,10.45,19.45,23.95,16.5,0,0,0.0,0,0,0,0,0.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Liua_tsinpaensis,Tsinpa Salamander,VU,decreasing,Ranodon_tsinpaensis,False,Cryptobranchoidea,Hynobiidae,unknown,Liua,unknown,1.0,129.5,66.0,66.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Lyciasalamandra_antalyana,unknown,EN,decreasing,unknown,False,Salamandroidea,Salmandridae,Salamandrinae,Lyciasalamandra,unknown,1.2,139.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,650.0,Terrestrial-saxicalous,Terrestrial,5.0,4.0,0.0,0.0,0.0,ovovip,0.0
Lyciasalamandra_atifi,unknown,EN,stable,unknown,False,Salamandroidea,Salmandridae,Salamandrinae,Lyciasalamandra,unknown,1.15,181.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1300.0,Terrestrial-saxicalous,Terrestrial,5.0,4.0,0.0,0.0,0.0,ovovip,0.0
Lyciasalamandra_billae,unknown,CR,decreasing,unknown,False,Salamandroidea,Salmandridae,Salamandrinae,Lyciasalamandra,unknown,1.0,181.0,63.0,61.0,12.7,0.0,0.0,21.3,24.0,0,13,0,0.0,0,0,0,0,200.0,Terrestrial-saxicalous,Terrestrial,5.0,4.0,0.0,0.0,12.0,ovovip,0.0
Lyciasalamandra_fazilae,unknown,EN,stable,unknown,False,Salamandroidea,Salmandridae,Salamandrinae,Lyciasalamandra,unknown,1.0,137.0,65.0,68.0,18,0.0,0.0,24.0,25.0,0,0,0,0.0,0,0,0,0,1000.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,14.0,ovovip,0.0
Lyciasalamandra_flavimembris,unknown,EN,decreasing,unknown,False,Salamandroidea,Salmandridae,Salamandrinae,Lyciasalamandra,unknown,1.2,150.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,620.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,ovovip,0.0
Lyciasalamandra_helverseni,unknown,VU,stable,unknown,False,Salamandroidea,Salmandridae,Salamandrinae,Lyciasalamandra,unknown,1.01,140.0,64.5,62.5,16.5,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1110.0,Terrestrial-saxicalous,Terrestrial,5.0,4.0,0.0,0.0,12.0,ovovip,0.0
Lyciasalamandra_luschani,Luschan's Salamander ,VU,stable,unknown,False,Salamandroidea,Salmandridae,Salamandrinae,Lyciasalamandra,unknown,0.97,140.0,71.0,71.0,18,0.0,0.0,23.0,25.0,0,0,0,0.0,0,0,0,0,800.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,11.5,ovovip,0.0
Mertensiella_caucasica,Caucasian Salamander,VU,decreasing,Salamandra_caucasica,False,Salamandroidea,Salmandridae,Salamandrinae,Mertensiella,unknown,0.96,208.0,73.9,73.9,15.3,11.4,10.2,24.7,26.7,0,12,0,0.0,0,0,P,P,300.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,9.5,92,0.0
Necturus_alabamensis,Alabama Waterdog,EN,decreasing,unknown,False,Salamandroidea,Proteidae,unknown,Necturus,unknown,1.4,248.0,131.925,131.925,27.125,11.175,13.475,16.625,19.225,0,0,0,0.0,0,0,0,0,150.0,aquatic,Aquatic,5.0,4.0,0.0,0.0,0.0,0,0.0
Necturus_beyeri,Gulf Coast Waterdog,LC,unknown,unknown,False,Salamandroidea,Proteidae,unknown,Necturus,unknown,2.2,223.0,137.92,137.92,30,12.46,14.68,19.04,18.02,0,16,0,0.0,0,0,0,0,100.0,aquatic,Aquatic,4.0,4.0,0.0,0.0,22.0,76,6.0
Necturus_lewisi,Neuse River Waterdog,NT,decreasing,unknown,False,Salamandroidea,Proteidae,unknown,Necturus,unknown,2.5,280.0,54.0,54.0,0,0.0,0.0,0.0,0.0,0,14,0,0.0,0,12,12,12,116.0,aquatic,Aquatic,4.0,4.0,120.565,38.0,24.0,35,8.0
Necturus_maculosus,Mudpuppy,LC,stable,unknown,False,Salamandroidea,Proteidae,unknown,Necturus,unknown,2.5,490.0,204.0,204.0,50,17.343,22.486,28.456999999999997,29.714000000000002,0,15.5,0,0.0,0,12,14,14,900.0,aquatic,Aquatic,4.0,4.0,85.95714286,38.0,36.0,193,6.5
Necturus_punctatus,Dwarf Waterdog,LC,unknown,unknown,False,Salamandroidea,Proteidae,unknown,Necturus,unknown,2.5,176.9,126.1,126.1,25.1,12.5,14.7,17.725,17.625,0,15,0,0.0,0,0,0,0,100.0,aquatic,Aquatic,4.0,4.0,119.225,38.0,0.0,55,4.2
Neurergus_crocatus,unknown,VU,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Neurergus,unknown,1.05,180.0,75.233,75.233,15.433,10.433,10.4,25.0,28.3,0,0,0,0.0,0,0,0,0,2000.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,34.97,0.0,0.0,200,0.0
Neurergus_kaiseri,Kaiser Newt,CR,decreasing,Neurergus_crocatus_ssp._kaiseri; Neurergus_crocatus_kaiseri,False,Salamandroidea,Salmandridae,Pleurodelinae,Neurergus,unknown,1.1,131.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,2000.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,37.98,0.0,0.0,0,2.0
Neurergus_microspilotus,Kurdistan Newt,CR,decreasing,Rhithrotriton_derjugini; Rhithrotriton_derjugini_var._microspilotus,False,Salamandroidea,Salmandridae,Pleurodelinae,Neurergus,unknown,1.01,150.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1800.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,0.0,0,0.0
Neurergus_strauchii,Strauch's Spotted Newt,VU,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Neurergus,unknown,0.99,190.0,74.3,74.3,15.75,10.1,12.5,24.15,26.3,0,0,0,0.0,0,0,0,0,2000.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,25.67,0.0,0.0,200,0.0
Notophthalmus_meridionalis,Black-spotted Newt,EN,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Notophthalmus,unknown,1.11,110.0,57.0,57.0,9.733,6.5329999999999995,6.167000000000001,13.967,14.033,0,0,0,0.0,0,0,50,50,800.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,0.0,300,0.0
Notophthalmus_perstriatus,Striped Newt,NT,decreasing,Triturus_perstriatus,False,Salamandroidea,Salmandridae,Pleurodelinae,Notophthalmus,unknown,0.94,105.0,43.25,43.25,10.75,7.1,4.95,13.7,15.0,0,0,0,1.0,0,0,1,1,70.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,5.0,0,0.0
Notophthalmus_viridescens,Eastern Newt,LC,stable,Triturus_viridescens,False,Salamandroidea,Salmandridae,Pleurodelinae,Notophthalmus,unknown,1.02,140.0,54.18,54.18,12.47,7.27,8.39,17.43,17.96,0,0,0,0.0,0,0,1,1,1000.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,37.73909091,22.0,7.0,375,1.5
Nototriton_abscondens,unknown,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Nototriton,unknown,0.89,70.0,33.0,33.0,4.12,2.94,3.04,4.88,5.33,0,0,0,0.0,0,0,0,0,2500.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Nototriton_barbouri,unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Nototriton,unknown,0.0,74.64,40.0,40.0,4.84,3.38,3.76,5.86,6.52,0,0,0,0.0,0,0,0,0,1990.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Nototriton_brodiei,unknown,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Nototriton,unknown,0.0,84.0,34.0,34.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1140.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Nototriton_gamezi,unknown,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Nototriton,unknown,0.833,54.0,26.0,26.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0,14.8,14.8,1650.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Nototriton_guanacaste,unknown,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Nototriton,unknown,0.87,73.0,34.0,34.0,5.53,3.95,2.9,4.48,4.95,0,0,0,0.0,0,0,0,0,1580.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Nototriton_lignicola,unknown,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Nototriton,unknown,0.0,0.0,34.0,34.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1780.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Nototriton_limnospectator,unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Nototriton,unknown,0.87,86.0,38.0,38.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1980.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Nototriton_major,unknown,CR,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Nototriton,unknown,0.69,93.0,38.0,38.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1220.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Nototriton_picadoi,unknown,NT,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Nototriton,unknown,0.75,66.0,32.0,32.0,5.43,3.2,3.83,4.67,5.33,0,14,0,0.0,0,0,0,0,2200.0,0,0,5.0,4.0,28.1,26.0,0.0,0,0.0
Nototriton_richardi,unknown,NT,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Nototriton,unknown,0.92,50.0,24.0,24.0,4.14,2.66,1.97,2.98,3.67,0,0,0,0.0,0,0,0,0,1800.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Nototriton_saslaya,unknown,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Nototriton,unknown,0.82,77.5,35.0,35.0,7.7,0.0,0.0,6.8,8.0,0,13,1,1.0,0,0,0,0,1370.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Nototriton_stuarti,unknown,DD,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Nototriton,unknown,0.794,74.0,32.0,32.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,1,20,20,1267.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Nototriton_tapanti,unknown,VU,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Nototriton,unknown,0.89,51.0,24.0,24.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1300.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Nototriton_tomamorum,unknown,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Nototriton,unknown,1.1,51.4,26.9,26.9,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,1,11,11,1550.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Nyctanolis_pernix,unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Nyctanolis,unknown,0.88,150.0,70.0,70.0,8.5,5.3,3.5,11.8,13.9,0,0,0,0.0,0,1,0,0,0.0,0,0,5.0,4.0,28.0,26.0,0.0,0,0.0
Oedipina_alfaroi,unknown,VU,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.63,155.0,60.0,60.0,0,0.0,0.0,0.0,0.0,0,19.5,0,0.0,0,0,0,0,850.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oedipina_alleni,unknown,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.62,151.0,58.0,58.0,0,0.0,0.0,0.0,0.0,0,19.5,0,1.0,0,0,0,0,880.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oedipina_altura,unknown,CR,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,1.0,131.0,65.5,65.5,0,0.0,0.0,0.0,0.0,0,19.5,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oedipina_carablanca,unknown,EN,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.73,128.0,54.0,0.0,0,0.0,0.0,0.0,0.0,0,19.5,0,0.0,0,0,0,0,260.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oedipina_collaris,unknown,DD,unknown,Oedipina_serpens,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.43,255.0,77.0,77.0,0,0.0,0.0,0.0,0.0,0,19.5,0,0.0,0,0,0,0,600.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oedipina_complex,unknown,LC,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.6,120.0,45.0,45.0,4.23,2.9,3.5,5.85,6.97,0,19.5,0,0.0,0,0,0,0,800.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Oedipina_cyclocauda,unknown,LC,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.49,140.0,46.0,46.0,4.82,3.28,3.5,4.98,4.73,0,19.5,0,0.0,0,0,0,0,1780.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Oedipina_elongata,unknown,LC,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.44,131.6,57.68,57.68,6.92,3.72,4.66,7.48,9.08,0,19.5,0,0.0,0,0,0,0,770.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oedipina_fortunensis,unknown,unknown,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.72,80.03,33.5,0.0,6.44,0.0,0.0,0.0,0.0,0,19.5,0,0.0,1,1,14,14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oedipina_gephyra,unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.75,132.12,58.0,58.0,5.92,3.82,3.9,5.94,7.38,0,17.5,0,1.0,0,0,0,0,1810.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Oedipina_gracilis,unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.56,210.0,75.0,75.0,0,0.0,0.0,0.0,0.0,0,19.5,0,0.0,0,0,0,0,710.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oedipina_grandis,unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.52,210.0,72.0,72.0,0,0.0,0.0,0.0,0.0,0,19.5,0,0.0,0,0,0,0,1950.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oedipina_ignea,unknown,DD,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.0,0.0,56.0,56.0,0,0.0,0.0,0.0,0.0,0,19.5,0,1.0,0,0,0,0,1750.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oedipina_kasios,unknown,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.4,164.8,46.8,46.8,0,0.0,0.0,0.0,0.0,0,19.5,0,0.0,0,0,0,0,0.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Oedipina_leptopoda,unknown,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.76,110.7,47.9,47.9,0,0.0,0.0,0.0,0.0,0,19.5,0,0.0,1,1,17,10,1300.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oedipina_maritima,unknown,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.69,113.65,46.0,46.0,0,0.0,0.0,0.0,0.0,0,17,0,0.0,1,1,15.5,17.3,0.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Oedipina_nica,unknown,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.5,145.5,48.5,48.5,0,0.0,0.0,0.0,0.0,0,19.5,0,0.0,0,0,0,0,1660.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oedipina_pacificensis,unknown,LC,stable,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.41,175.0,48.0,51.0,4.17,2.7,2.87,3.46,3.93,0,19.5,0,0.0,0,0,0,0,1200.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Oedipina_parvipes,unknown,LC,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,1.3,100.98,57.0,57.0,5.13,3.32,3.52,6.52,8.03,0,17,0,0.0,0,0,0,0,700.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Oedipina_paucidentata,unknown,CR,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.556,140.0,50.0,50.0,0,0.0,0.0,0.0,0.0,0,19.5,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oedipina_petiola,unknown,unknown,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.0,0.0,42.6,0.0,6.87,0.0,0.0,0.0,0.0,0,17,0,1.0,1,1,20,20,1580.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Oedipina_poelzi,unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.55,181.0,64.0,64.0,7.58,4.53,4.17,7.15,8.28,0,19.5,0,0.0,0,0,0,0,2050.0,0,0,0.0,0.0,52.2,26.0,0.0,0,0.0
Oedipina_pseudouniformis,unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.44,165.0,53.0,53.0,5.46,3.51,4.13,5.13,5.96,0,19.5,0,0.0,0,0,0,0,1253.0,0,0,0.0,0.0,40.9,26.0,0.0,0,0.0
Oedipina_quadra,unknown,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.42,188.7,55.5,55.5,0,0.0,0.0,0.0,0.0,0,19.5,1,0.0,0,0,0,0,540.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Oedipina_savagei,unknown,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.67,98.0,39.0,39.0,3.84,2.58,2.78,4.54,4.96,0,17.5,0,0.0,1,1,15.8,11.7,1400.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Oedipina_stenopodia,unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.51,136.0,46.0,46.0,0,0.0,0.0,0.0,0.0,0,19,0,0.0,0,0,0,0,1500.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oedipina_stuarti,unknown,DD,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.0,0.0,61.0,61.0,0,0.0,0.0,0.0,0.0,0,19.5,0,1.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oedipina_taylori,unknown,LC,unknown,Oedipina_salvadorensis,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.0,0.0,63.0,63.0,0,0.0,0.0,0.0,0.0,0,21.5,0,0.0,0,0,0,0,980.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oedipina_tomasi,Worm Salamander,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.49,179.6,57.5,62.9,9.1,0.0,0.0,0.0,9.0,0,18,0,1.0,58,2,21,19,1800.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Oedipina_uniformis,Costa Rican Worm Salamander,NT,decreasing,Oedipina_bonitaensis; Oedipina_inusitata; Oedipina_longicauda; Oedipina_longissima; Oedipina_syndactyla; Ophiobatrachus_vermicularis,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.3,215.0,57.0,57.0,4.98,3.21,3.57,4.02,4.17,19.5,19.5,0,1.0,46,0,0,0,2150.0,Terrestrial,Terrestrial,5.0,4.0,44.9,26.0,0.0,0,0.0
Ommatotriton_ophryticus,Northern Banded Newt,NT,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Ommatotriton,unknown,0.98,170.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,2700.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,33.83,0.0,0.0,240,0.0
Ommatotriton_vittatus,Southern Banded Newt,LC,decreasing,Triturus_vittatus,False,Salamandroidea,Salmandridae,Pleurodelinae,Ommatotriton,unknown,1.3,109.0,49.0,49.0,10.2,6.7,5.0,16.9,20.7,0,0,0,0.0,0,0,0,0,1500.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,31.615,0.0,0.0,0,0.0
Onychodactylus_fischeri,Fischer's Clawed Salamander,LC,decreasing,Onychodactylus_rossicus,False,Cryptobranchoidea,Hynobiidae,unknown,Onychodactylus,unknown,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,47.54,0.0,0.0,0,0.0
Onychodactylus_japonicus,Japanese Clawed Salamander,LC,stable,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Onychodactylus,unknown,0.84,140.5,64.5,64.5,10.1,7.8,7.0,16.35,19.55,17.5,0,0,0.0,0,0,0,0,0.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Pachyhynobius_shangchengensis,unknown,VU,decreasing,Pachyhynobius_yunanicus; Hynobius_yunanicus,False,Cryptobranchoidea,Hynobiidae,unknown,Pachyhynobius,unknown,1.6,186.75,107.65,107.65,23.7,10.6,14.425,20.925,27.35,0,0,0,0.0,0,0,0,0,0.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Pachytriton_archospotus,unknown,unknown,unknown,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Pachytriton,unknown,1.06,211.0,95.5,109.0,28.4,0.0,0.0,24.0,27.0,0,0,0,0.0,0,0,1,1,1600.0,Aquatic,Aquatic,5.0,4.0,0.0,0.0,22.2,0,0.0
Pachytriton_brevipes,Black-spotted Stout Newt,LC,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Pachytriton,unknown,1.08,193.0,100.8,98.0,23,10.6,13.25,19.25,25.65,0,0,0,1.0,0,0,P,P,1900.0,Aquatic,Aquatic,5.0,4.0,39.8,0.0,19.6,60,4.5
Pachytriton_feii,unknown,unknown,unknown,unknown,True,Salamandroidea,Salmandridae,Pleurodelinae,Pachytriton,unknown,1.03,183.53,90.5,93.4,24.52,0.0,0.0,29.4,33.4,0,11,0,0.0,0,0,1,1,670.0,Aquatic,Aquatic,5.0,4.0,0.0,0.0,20.0,0,0.0
Pachytriton_granulosus,unknown,unknown,unknown,unknown,True,Salamandroidea,Salmandridae,Pleurodelinae,Pachytriton,unknown,1.3,139.1,78.9,78.9,18.35,0.0,0.0,23.6,27.4,0,0,0,0.0,0,0,1,1,0.0,Aquatic,Aquatic,5.0,4.0,0.0,0.0,19.0,0,0.0
Pachytriton_inexpectatus,unknown,unknown,unknown,unknown,True,Salamandroidea,Salmandridae,Pleurodelinae,Pachytriton,unknown,1.1,194.6,102.1,102.1,29.3,0.0,0.0,25.4,35.3,0,0,0,1.0,0,0,1,1,0.0,Aquatic,Aquatic,5.0,4.0,0.0,0.0,21.7,0,0.0
Pachytriton_moi,unknown,unknown,unknown,unknown,True,Salamandroidea,Salmandridae,Pleurodelinae,Pachytriton,unknown,1.1,190.88,100.2,100.2,35.97,0.0,0.0,27.2,30.0,0,10,0,0.0,0,0,1,1,922.0,Aquatic,Aquatic,5.0,4.0,0.0,0.0,23.2,0,0.0
Paradactylodon_gorganensis,unknown,CR,decreasing,Batrachuperus_gorganensis,True,Cryptobranchoidea,Hynobiidae,unknown,Paradactylodon,unknown,0.0,226.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,11.5,0,0.0,0,0,P,P,830.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Paradactylodon_mustersi,unknown,CR,decreasing,Batrachuperus_mustersi,False,Cryptobranchoidea,Hynobiidae,unknown,Paradactylodon,unknown,0.63,190.0,73.267,73.267,16.967,8.732999999999999,10.667,17.933,20.4,17.5,12.5,0,0.0,0,0,0,0,3750.0,0,0,4.0,4.0,21.65,62.0,0.0,0,0.0
Paradactylodon_persicus,Persian Mountain Salamander,NT,unknown,Batrachuperus_persicus,False,Cryptobranchoidea,Hynobiidae,unknown,Paradactylodon,unknown,0.0,226.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,11.5,0,0.0,0,0,P,P,1500.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Paramesotriton_caudopunctatus,Spot-tailed Warty Newt,NT,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Paramesotriton,unknown,1.04,154.0,78.5,79.0,23,11.1,9.5,20.8,21.4,0,0,0,0.0,0,0,0,0,1800.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,16.5,0,0.0
Paramesotriton_chinensis,Chinese Warty Newt,LC,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Paramesotriton,unknown,1.04,151.0,76.9,75.5,16.7,10.05,8.85,22.8,23.65,0,0,0,0.0,0,0,0,0,1200.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,43.09,24.0,16.0,0,0.0
